--- FINAL PLACEMENT LOGGING (app.py) ---
  (Synthetic bakery products 210): Pos=(10.145, 2.895, 1.180) Size=(0.51x0.79x1.17) Bounds=[9.890, 10.400], [2.500, 3.290], [1.180, 2.350]
  (instant meal-00106401): Pos=(18.870, 0.825, 0.000) Size=(0.20x0.17x0.56) Bounds=[18.770, 18.970], [0.740, 0.910], [0.000, 0.560]
  (Synthetic red meat 90): Pos=(1.770, 3.240, 0.000) Size=(0.40x0.40x1.18) Bounds=[1.570, 1.970], [3.040, 3.440], [0.000, 1.180]
  (pastry w. fruit-00106354): Pos=(13.920, 1.385, 0.000) Size=(0.24x0.23x0.56) Bounds=[13.800, 14.040], [1.270, 1.500], [0.000, 0.560]
  (Synthetic candy 164): Pos=(11.000, 1.290, 0.000) Size=(0.34x0.42x0.77) Bounds=[10.830, 11.170], [1.080, 1.500], [0.000, 0.770]
  (Synthetic instant meals 148): Pos=(2.045, 1.205, 2.330) Size=(1.11x0.47x0.36) Bounds=[1.490, 2.600], [0.970, 1.440], [2.330, 2.690]
  (Synthetic confectionery 229): Pos=(4.810, 1.090, 2.510) Size=(0.50x0.74x0.42) Bounds=[4.560, 5.060], [0.720, 1.460], [2.510, 2.930]
  (Synthetic confectionery 93): Pos=(5.430, 2.770, 1.110) Size=(0.54x0.54x0.78) Bounds=[5.160, 5.700], [2.500, 3.040], [1.110, 1.890]
  (Synthetic candy 70): Pos=(1.810, 2.770, 0.000) Size=(0.48x0.54x1.08) Bounds=[1.570, 2.050], [2.500, 3.040], [0.000, 1.080]
  (Synthetic confectionery 124): Pos=(11.480, 1.290, 1.960) Size=(1.08x0.42x0.43) Bounds=[10.940, 12.020], [1.080, 1.500], [1.960, 2.390]
  (Synthetic dairy products 97): Pos=(9.450, 3.270, 0.000) Size=(0.50x0.36x0.75) Bounds=[9.200, 9.700], [3.090, 3.450], [0.000, 0.750]
  (Synthetic ice cream 144): Pos=(5.905, 1.080, 1.170) Size=(0.53x0.78x0.53) Bounds=[5.640, 6.170], [0.690, 1.470], [1.170, 1.700]
  (side dish-00109693): Pos=(1.660, 0.720, 1.090) Size=(0.24x0.40x0.30) Bounds=[1.540, 1.780], [0.520, 0.920], [1.090, 1.390]
  (Synthetic potatoe products 98): Pos=(4.345, 1.060, 0.000) Size=(0.49x0.62x1.17) Bounds=[4.100, 4.590], [0.750, 1.370], [0.000, 1.170]
  (Synthetic instant meals 239): Pos=(16.575, 2.730, 0.000) Size=(0.31x0.46x1.15) Bounds=[16.420, 16.730], [2.500, 2.960], [0.000, 1.150]
  (Synthetic instant meals 69): Pos=(7.700, 1.290, 0.000) Size=(0.26x0.42x1.08) Bounds=[7.570, 7.830], [1.080, 1.500], [0.000, 1.080]
  (Synthetic bakery products 24): Pos=(2.635, 3.045, 1.010) Size=(0.31x0.79x1.18) Bounds=[2.480, 2.790], [2.650, 3.440], [1.010, 2.190]
  (Synthetic bakery products 38): Pos=(2.945, 0.640, 1.100) Size=(0.55x0.20x1.09) Bounds=[2.670, 3.220], [0.540, 0.740], [1.100, 2.190]
  (Synthetic bakery products 145): Pos=(11.790, 2.710, 0.760) Size=(0.40x0.42x0.58) Bounds=[11.590, 11.990], [2.500, 2.920], [0.760, 1.340]
  (Synthetic ice cream 123): Pos=(2.165, 2.880, 1.100) Size=(0.21x0.76x1.18) Bounds=[2.060, 2.270], [2.500, 3.260], [1.100, 2.280]
  (Synthetic pizza 183): Pos=(9.730, 1.105, 0.000) Size=(0.56x0.79x1.18) Bounds=[9.450, 10.010], [0.710, 1.500], [0.000, 1.180]
  (Synthetic bakery products 68): Pos=(16.620, 1.265, 1.180) Size=(0.34x0.47x0.75) Bounds=[16.450, 16.790], [1.030, 1.500], [1.180, 1.930]
  (Synthetic bakery products 199): Pos=(2.215, 1.270, 2.690) Size=(0.89x0.40x0.26) Bounds=[1.770, 2.660], [1.070, 1.470], [2.690, 2.950]
  (leg of lamb-00107511): Pos=(16.365, 0.610, 0.000) Size=(0.22x0.20x0.55) Bounds=[16.255, 16.475], [0.510, 0.710], [0.000, 0.550]
  (Synthetic side dish 220): Pos=(1.255, 1.235, 0.000) Size=(0.51x0.53x0.78) Bounds=[1.000, 1.510], [0.970, 1.500], [0.000, 0.780]
  (Synthetic potatoe products 318): Pos=(12.420, 2.765, 0.000) Size=(0.50x0.53x0.78) Bounds=[12.170, 12.670], [2.500, 3.030], [0.000, 0.780]
  (Synthetic ice cream 196): Pos=(6.345, 3.305, 1.770) Size=(0.33x0.33x0.78) Bounds=[6.180, 6.510], [3.140, 3.470], [1.770, 2.550]
  (Synthetic confectionery 126): Pos=(12.820, 0.780, 1.850) Size=(0.40x0.42x0.58) Bounds=[12.620, 13.020], [0.570, 0.990], [1.850, 2.430]
  (Synthetic ice 147): Pos=(1.785, 0.615, 0.000) Size=(0.57x0.21x1.09) Bounds=[1.500, 2.070], [0.510, 0.720], [0.000, 1.090]
  (focaccia-00110062): Pos=(14.865, 3.395, 0.000) Size=(0.29x0.21x0.33) Bounds=[14.720, 15.010], [3.290, 3.500], [0.000, 0.330]
  (Synthetic ice cream 87): Pos=(5.160, 1.000, 1.180) Size=(0.78x0.56x0.54) Bounds=[4.770, 5.550], [0.720, 1.280], [1.180, 1.720]
  (fruit-00111831): Pos=(1.135, 2.635, 2.460) Size=(0.27x0.27x0.39) Bounds=[1.000, 1.270], [2.500, 2.770], [2.460, 2.850]
  (pastry w. fruit-00106355): Pos=(16.975, 3.382, 0.000) Size=(0.39x0.18x0.40) Bounds=[16.780, 17.170], [3.290, 3.475], [0.000, 0.400]
  (side dish-00108074): Pos=(17.820, 0.990, 0.000) Size=(0.28x0.16x0.47) Bounds=[17.680, 17.960], [0.910, 1.070], [0.000, 0.470]
  (fries-00108022): Pos=(1.780, 2.645, 1.950) Size=(0.26x0.29x0.40) Bounds=[1.650, 1.910], [2.500, 2.790], [1.950, 2.350]
  (cake-00103363): Pos=(18.825, 2.595, 0.000) Size=(0.29x0.19x0.33) Bounds=[18.680, 18.970], [2.500, 2.690], [0.000, 0.330]
  (Synthetic bakery products 303): Pos=(15.575, 0.735, 2.290) Size=(0.77x0.41x0.70) Bounds=[15.190, 15.960], [0.530, 0.940], [2.290, 2.990]
  (Synthetic instant meals 184): Pos=(18.515, 0.690, 0.000) Size=(0.51x0.36x0.53) Bounds=[18.260, 18.770], [0.510, 0.870], [0.000, 0.530]
  (Synthetic confectionery 204): Pos=(10.960, 2.710, 1.180) Size=(0.40x0.42x1.17) Bounds=[10.760, 11.160], [2.500, 2.920], [1.180, 2.350]
  (Synthetic snack 284): Pos=(1.270, 0.785, 1.100) Size=(0.54x0.57x1.17) Bounds=[1.000, 1.540], [0.500, 1.070], [1.100, 2.270]
  (Synthetic instant meals 212): Pos=(4.360, 3.235, 0.000) Size=(0.52x0.33x0.78) Bounds=[4.100, 4.620], [3.070, 3.400], [0.000, 0.780]
  (Synthetic fruit 283): Pos=(4.110, 2.750, 0.790) Size=(0.74x0.50x0.76) Bounds=[3.740, 4.480], [2.500, 3.000], [0.790, 1.550]
  (Synthetic ice cream 130): Pos=(3.715, 1.090, 2.490) Size=(0.59x0.80x0.48) Bounds=[3.420, 4.010], [0.690, 1.490], [2.490, 2.970]
  (Synthetic confectionery 39): Pos=(8.610, 1.230, 1.060) Size=(0.48x0.54x1.07) Bounds=[8.370, 8.850], [0.960, 1.500], [1.060, 2.130]
  (Synthetic bakery products 12): Pos=(15.710, 1.240, 1.790) Size=(0.40x0.52x0.70) Bounds=[15.510, 15.910], [0.980, 1.500], [1.790, 2.490]
  (roll-00106673): Pos=(10.545, 3.390, 0.000) Size=(0.27x0.22x0.53) Bounds=[10.410, 10.680], [3.280, 3.500], [0.000, 0.530]
  (Synthetic fish 186): Pos=(12.935, 2.775, 0.000) Size=(0.53x0.55x1.17) Bounds=[12.670, 13.200], [2.500, 3.050], [0.000, 1.170]
  (Synthetic confectionery 223): Pos=(13.875, 2.675, 1.960) Size=(0.49x0.35x0.96) Bounds=[13.630, 14.120], [2.500, 2.850], [1.960, 2.920]
  (Synthetic ice cream 113): Pos=(12.675, 3.300, 2.200) Size=(0.67x0.26x0.55) Bounds=[12.340, 13.010], [3.170, 3.430], [2.200, 2.750]
  (Synthetic snack 180): Pos=(3.920, 3.285, 0.000) Size=(0.36x0.43x1.14) Bounds=[3.740, 4.100], [3.070, 3.500], [0.000, 1.140]
  (plaice-00104334): Pos=(4.700, 3.390, 0.000) Size=(0.16x0.16x0.40) Bounds=[4.620, 4.780], [3.310, 3.470], [0.000, 0.400]
  (Synthetic fruit 300): Pos=(15.825, 3.300, 1.690) Size=(0.53x0.40x0.70) Bounds=[15.560, 16.090], [3.100, 3.500], [1.690, 2.390]
  (Synthetic confectionery 118): Pos=(10.085, 2.700, 2.350) Size=(0.39x0.40x0.62) Bounds=[9.890, 10.280], [2.500, 2.900], [2.350, 2.970]
  (turkey breast-00106124): Pos=(16.905, 0.610, 0.000) Size=(0.28x0.20x0.33) Bounds=[16.765, 17.045], [0.510, 0.710], [0.000, 0.330]
  (Synthetic bakery products 278): Pos=(5.280, 0.770, 1.720) Size=(0.40x0.40x1.17) Bounds=[5.080, 5.480], [0.570, 0.970], [1.720, 2.890]
  (donut-00110913): Pos=(1.130, 3.170, 2.460) Size=(0.26x0.26x0.40) Bounds=[1.000, 1.260], [3.040, 3.300], [2.460, 2.860]
  (Synthetic seafood 288): Pos=(2.100, 0.765, 1.140) Size=(0.54x0.51x1.08) Bounds=[1.830, 2.370], [0.510, 1.020], [1.140, 2.220]
  (ice cream in tub-00110711): Pos=(1.375, 1.390, 0.780) Size=(0.23x0.22x0.50) Bounds=[1.260, 1.490], [1.280, 1.500], [0.780, 1.280]
  (Synthetic candy 165): Pos=(3.840, 0.780, 0.000) Size=(0.34x0.36x1.04) Bounds=[3.670, 4.010], [0.600, 0.960], [0.000, 1.040]
  (Synthetic ice cream 254): Pos=(11.020, 0.760, 1.840) Size=(0.50x0.44x1.11) Bounds=[10.770, 11.270], [0.540, 0.980], [1.840, 2.950]
  (Synthetic bakery products 137): Pos=(3.875, 2.890, 2.340) Size=(0.47x0.78x0.55) Bounds=[3.640, 4.110], [2.500, 3.280], [2.340, 2.890]
  (Synthetic confectionery 155): Pos=(4.020, 3.400, 1.140) Size=(0.56x0.20x1.09) Bounds=[3.740, 4.300], [3.300, 3.500], [1.140, 2.230]
  (Synthetic vegetables 200): Pos=(14.805, 0.715, 0.800) Size=(0.39x0.41x1.19) Bounds=[14.610, 15.000], [0.510, 0.920], [0.800, 1.990]
  (Synthetic bakery products 198): Pos=(3.270, 2.875, 2.270) Size=(0.74x0.75x0.50) Bounds=[2.900, 3.640], [2.500, 3.250], [2.270, 2.770]
  (popsicle-00104677): Pos=(1.615, 2.930, 2.280) Size=(0.21x0.26x0.28) Bounds=[1.510, 1.720], [2.800, 3.060], [2.280, 2.560]
  (Synthetic potatoe products 3): Pos=(15.205, 1.250, 0.000) Size=(0.47x0.50x1.00) Bounds=[14.970, 15.440], [1.000, 1.500], [0.000, 1.000]
  (Synthetic dairy products 205): Pos=(10.765, 0.740, 0.000) Size=(0.35x0.42x1.10) Bounds=[10.590, 10.940], [0.530, 0.950], [0.000, 1.100]
  (Synthetic vegetables 116): Pos=(3.825, 1.015, 1.700) Size=(0.55x0.53x0.79) Bounds=[3.550, 4.100], [0.750, 1.280], [1.700, 2.490]
  (Synthetic confectionery 235): Pos=(14.220, 3.130, 2.260) Size=(1.18x0.54x0.60) Bounds=[13.630, 14.810], [2.860, 3.400], [2.260, 2.860]
  (Synthetic confectionery 238): Pos=(2.960, 1.220, 0.780) Size=(0.58x0.48x0.79) Bounds=[2.670, 3.250], [0.980, 1.460], [0.780, 1.570]
  (Synthetic confectionery 27): Pos=(13.380, 3.095, 1.830) Size=(0.36x0.79x0.78) Bounds=[13.200, 13.560], [2.700, 3.490], [1.830, 2.610]
  (Synthetic confectionery 121): Pos=(8.090, 1.325, 2.680) Size=(0.78x0.33x0.32) Bounds=[7.700, 8.480], [1.160, 1.490], [2.680, 3.000]
  (burger-00102167): Pos=(7.965, 1.275, 0.000) Size=(0.27x0.39x0.27) Bounds=[7.830, 8.100], [1.080, 1.470], [0.000, 0.270]
  (Synthetic confectionery 225): Pos=(9.170, 1.300, 2.310) Size=(1.18x0.40x0.40) Bounds=[8.580, 9.760], [1.100, 1.500], [2.310, 2.710]
  (poppy-00108131): Pos=(1.590, 1.180, 0.790) Size=(0.20x0.40x0.30) Bounds=[1.490, 1.690], [0.980, 1.380], [0.790, 1.090]
  (cheese-00111777): Pos=(6.655, 0.605, 0.000) Size=(0.23x0.15x0.57) Bounds=[6.540, 6.770], [0.530, 0.680], [0.000, 0.570]
  (vegetables-00109095): Pos=(1.515, 2.630, 2.410) Size=(0.25x0.26x0.39) Bounds=[1.390, 1.640], [2.500, 2.760], [2.410, 2.800]
  (pastry w. vanilla stuffing-00109712): Pos=(9.740, 0.615, 0.000) Size=(0.22x0.19x0.59) Bounds=[9.630, 9.850], [0.520, 0.710], [0.000, 0.590]
  (Synthetic bakery products 128): Pos=(14.820, 0.875, 1.990) Size=(0.42x0.67x0.58) Bounds=[14.610, 15.030], [0.540, 1.210], [1.990, 2.570]
  (Synthetic instant meals 75): Pos=(3.345, 3.190, 0.000) Size=(0.79x0.28x1.17) Bounds=[2.950, 3.740], [3.050, 3.330], [0.000, 1.170]
  (biscuits-00109865): Pos=(6.375, 0.600, 0.000) Size=(0.33x0.14x0.53) Bounds=[6.210, 6.540], [0.530, 0.670], [0.000, 0.530]
  (Synthetic confectionery 30): Pos=(17.385, 1.245, 1.880) Size=(0.39x0.51x0.54) Bounds=[17.190, 17.580], [0.990, 1.500], [1.880, 2.420]
  (Synthetic bakery products 84): Pos=(4.285, 1.090, 2.500) Size=(0.55x0.80x0.48) Bounds=[4.010, 4.560], [0.690, 1.490], [2.500, 2.980]
  (snack-00108827): Pos=(1.645, 0.670, 2.800) Size=(0.19x0.24x0.19) Bounds=[1.550, 1.740], [0.550, 0.790], [2.800, 2.990]
  (Synthetic bakery products 108): Pos=(1.660, 3.260, 1.580) Size=(0.40x0.40x1.17) Bounds=[1.460, 1.860], [3.060, 3.460], [1.580, 2.750]
  (Synthetic bakery products 250): Pos=(12.815, 1.280, 0.790) Size=(0.43x0.44x1.08) Bounds=[12.600, 13.030], [1.060, 1.500], [0.790, 1.870]
  (Synthetic confectionery 297): Pos=(11.660, 1.105, 2.390) Size=(0.78x0.79x0.35) Bounds=[11.270, 12.050], [0.710, 1.500], [2.390, 2.740]
  (Synthetic instant meals 134): Pos=(3.050, 1.230, 0.000) Size=(0.52x0.54x0.78) Bounds=[2.790, 3.310], [0.960, 1.500], [0.000, 0.780]
  (Synthetic ice cream 245): Pos=(7.940, 3.235, 1.130) Size=(0.78x0.49x1.16) Bounds=[7.550, 8.330], [2.990, 3.480], [1.130, 2.290]
  (Synthetic ice cream 185): Pos=(1.955, 3.030, 2.850) Size=(0.63x0.46x0.15) Bounds=[1.640, 2.270], [2.800, 3.260], [2.850, 3.000]
  (Synthetic fish 291): Pos=(10.630, 1.230, 0.000) Size=(0.40x0.54x0.69) Bounds=[10.430, 10.830], [0.960, 1.500], [0.000, 0.690]
  (Synthetic confectionery 45): Pos=(16.535, 3.275, 1.120) Size=(0.41x0.41x0.75) Bounds=[16.330, 16.740], [3.070, 3.480], [1.120, 1.870]
  (squid-00105972): Pos=(1.610, 2.930, 1.580) Size=(0.20x0.26x0.35) Bounds=[1.510, 1.710], [2.800, 3.060], [1.580, 1.930]
  (Synthetic ice cream 66): Pos=(7.465, 0.755, 1.920) Size=(0.61x0.23x1.05) Bounds=[7.160, 7.770], [0.640, 0.870], [1.920, 2.970]
  (Synthetic confectionery 86): Pos=(12.840, 3.310, 1.180) Size=(0.34x0.34x1.02) Bounds=[12.670, 13.010], [3.140, 3.480], [1.180, 2.200]
  (Synthetic bakery products 243): Pos=(5.360, 3.270, 0.570) Size=(0.40x0.40x1.18) Bounds=[5.160, 5.560], [3.070, 3.470], [0.570, 1.750]
  (Synthetic confectionery 187): Pos=(5.850, 1.060, 2.480) Size=(0.54x0.78x0.51) Bounds=[5.580, 6.120], [0.670, 1.450], [2.480, 2.990]
  (Synthetic vegetables 160): Pos=(13.795, 0.850, 2.760) Size=(0.47x0.66x0.22) Bounds=[13.560, 14.030], [0.520, 1.180], [2.760, 2.980]
  (Synthetic ice cream 13): Pos=(5.205, 2.765, 2.680) Size=(0.51x0.53x0.32) Bounds=[4.950, 5.460], [2.500, 3.030], [2.680, 3.000]
  (Synthetic confectionery 36): Pos=(9.095, 2.770, 0.790) Size=(0.51x0.54x1.08) Bounds=[8.840, 9.350], [2.500, 3.040], [0.790, 1.870]
  (Synthetic fish 29): Pos=(6.560, 1.055, 0.000) Size=(0.42x0.67x0.58) Bounds=[6.350, 6.770], [0.720, 1.390], [0.000, 0.580]
  (Synthetic confectionery 171): Pos=(13.820, 1.110, 1.580) Size=(0.48x0.78x1.18) Bounds=[13.580, 14.060], [0.720, 1.500], [1.580, 2.760]
  (Synthetic fruit 143): Pos=(16.160, 1.170, 1.960) Size=(0.40x0.66x0.58) Bounds=[15.960, 16.360], [0.840, 1.500], [1.960, 2.540]
  (Synthetic pizza 319): Pos=(8.070, 3.285, 0.000) Size=(0.56x0.41x1.13) Bounds=[7.790, 8.350], [3.080, 3.490], [0.000, 1.130]
  (Synthetic snack 273): Pos=(14.340, 0.720, 0.000) Size=(0.52x0.40x0.71) Bounds=[14.080, 14.600], [0.520, 0.920], [0.000, 0.710]
  (Synthetic bakery products 222): Pos=(5.850, 1.230, 1.700) Size=(0.54x0.54x0.78) Bounds=[5.580, 6.120], [0.960, 1.500], [1.700, 2.480]
  (Synthetic bakery products 96): Pos=(5.330, 1.235, 1.720) Size=(0.50x0.53x0.78) Bounds=[5.080, 5.580], [0.970, 1.500], [1.720, 2.500]
  (Synthetic vegetables 52): Pos=(15.010, 2.855, 2.360) Size=(0.40x0.71x0.52) Bounds=[14.810, 15.210], [2.500, 3.210], [2.360, 2.880]
  (Synthetic candy 241): Pos=(16.815, 1.105, 0.000) Size=(0.57x0.79x1.18) Bounds=[16.530, 17.100], [0.710, 1.500], [0.000, 1.180]
  (Synthetic confectionery 299): Pos=(12.800, 0.715, 0.670) Size=(0.40x0.41x1.18) Bounds=[12.600, 13.000], [0.510, 0.920], [0.670, 1.850]
  (Synthetic bakery products 305): Pos=(6.105, 2.820, 2.750) Size=(1.09x0.64x0.23) Bounds=[5.560, 6.650], [2.500, 3.140], [2.750, 2.980]
  (Synthetic fish 179): Pos=(6.120, 1.110, 0.000) Size=(0.46x0.78x1.17) Bounds=[5.890, 6.350], [0.720, 1.500], [0.000, 1.170]
  (Synthetic ice cream 42): Pos=(4.785, 3.165, 2.140) Size=(0.33x0.33x0.78) Bounds=[4.620, 4.950], [3.000, 3.330], [2.140, 2.920]
  (Synthetic ice cream 311): Pos=(16.205, 1.025, 2.540) Size=(0.49x0.87x0.41) Bounds=[15.960, 16.450], [0.590, 1.460], [2.540, 2.950]
  (Synthetic confectionery 207): Pos=(17.590, 3.135, 0.670) Size=(0.54x0.59x1.15) Bounds=[17.320, 17.860], [2.840, 3.430], [0.670, 1.820]
  (Synthetic ice cream 255): Pos=(12.225, 1.240, 1.960) Size=(0.35x0.52x0.76) Bounds=[12.050, 12.400], [0.980, 1.500], [1.960, 2.720]
  (herbs-00106516): Pos=(7.190, 3.400, 0.000) Size=(0.28x0.20x0.59) Bounds=[7.050, 7.330], [3.300, 3.500], [0.000, 0.590]
  (Synthetic confectionery 5): Pos=(3.955, 2.795, 1.550) Size=(0.55x0.59x0.79) Bounds=[3.680, 4.230], [2.500, 3.090], [1.550, 2.340]
  (Synthetic confectionery 257): Pos=(5.360, 3.240, 1.750) Size=(0.40x0.40x1.18) Bounds=[5.160, 5.560], [3.040, 3.440], [1.750, 2.930]
  (layer cake-00111375): Pos=(10.035, 3.385, 0.000) Size=(0.35x0.19x0.43) Bounds=[9.860, 10.210], [3.290, 3.480], [0.000, 0.430]
  (Synthetic bakery products 101): Pos=(8.110, 0.735, 1.880) Size=(0.48x0.23x1.12) Bounds=[7.870, 8.350], [0.620, 0.850], [1.880, 3.000]
  (Synthetic instant meals 227): Pos=(7.360, 0.755, 0.000) Size=(0.34x0.49x0.54) Bounds=[7.190, 7.530], [0.510, 1.000], [0.000, 0.540]
  (squid-00105972): Pos=(1.420, 0.705, 2.800) Size=(0.26x0.35x0.20) Bounds=[1.290, 1.550], [0.530, 0.880], [2.800, 3.000]
  (Synthetic candy 214): Pos=(13.345, 0.665, 0.000) Size=(0.33x0.33x0.78) Bounds=[13.180, 13.510], [0.500, 0.830], [0.000, 0.780]
  (Synthetic confectionery 172): Pos=(9.600, 2.800, 1.940) Size=(0.58x0.60x0.79) Bounds=[9.310, 9.890], [2.500, 3.100], [1.940, 2.730]
  (Synthetic instant meals 99): Pos=(13.950, 3.250, 0.000) Size=(0.52x0.40x0.70) Bounds=[13.690, 14.210], [3.050, 3.450], [0.000, 0.700]
  (Synthetic pizza 216): Pos=(2.265, 3.045, 0.000) Size=(0.43x0.43x1.10) Bounds=[2.050, 2.480], [2.830, 3.260], [0.000, 1.100]
  (Synthetic confectionery 62): Pos=(4.830, 1.115, 1.720) Size=(0.50x0.53x0.79) Bounds=[4.580, 5.080], [0.850, 1.380], [1.720, 2.510]
  (Synthetic snack 48): Pos=(12.890, 0.735, 0.000) Size=(0.58x0.39x0.67) Bounds=[12.600, 13.180], [0.540, 0.930], [0.000, 0.670]
  (Synthetic instant meals 33): Pos=(4.890, 3.190, 0.000) Size=(0.54x0.24x1.07) Bounds=[4.620, 5.160], [3.070, 3.310], [0.000, 1.070]
  (Synthetic instant meals 268): Pos=(2.320, 1.260, 0.000) Size=(0.66x0.48x1.14) Bounds=[1.990, 2.650], [1.020, 1.500], [0.000, 1.140]
  (Synthetic confectionery 201): Pos=(17.485, 0.790, 0.670) Size=(0.59x0.54x1.18) Bounds=[17.190, 17.780], [0.520, 1.060], [0.670, 1.850]
  (bread-00109731): Pos=(1.655, 3.120, 1.180) Size=(0.29x0.60x0.40) Bounds=[1.510, 1.800], [2.820, 3.420], [1.180, 1.580]
  (Synthetic confectionery 28): Pos=(7.655, 0.680, 0.780) Size=(0.43x0.36x1.14) Bounds=[7.440, 7.870], [0.500, 0.860], [0.780, 1.920]
  (Synthetic vegetables 313): Pos=(8.100, 1.215, 0.800) Size=(0.54x0.51x1.08) Bounds=[7.830, 8.370], [0.960, 1.470], [0.800, 1.880]
  (Synthetic ice cream 231): Pos=(15.710, 1.205, 2.490) Size=(0.40x0.53x0.51) Bounds=[15.510, 15.910], [0.940, 1.470], [2.490, 3.000]
  (Synthetic ice cream 261): Pos=(9.620, 0.805, 1.180) Size=(0.44x0.39x1.18) Bounds=[9.400, 9.840], [0.610, 1.000], [1.180, 2.360]
  (Synthetic confectionery 289): Pos=(13.305, 1.105, 1.070) Size=(0.55x0.79x1.18) Bounds=[13.030, 13.580], [0.710, 1.500], [1.070, 2.250]
  (Synthetic confectionery 163): Pos=(7.325, 1.215, 2.700) Size=(0.25x0.57x0.30) Bounds=[7.200, 7.450], [0.930, 1.500], [2.700, 3.000]
  (pastry w. fruit-00104307): Pos=(1.770, 2.650, 2.350) Size=(0.26x0.30x0.58) Bounds=[1.640, 1.900], [2.500, 2.800], [2.350, 2.930]
  (Synthetic instant meals 139): Pos=(7.225, 2.900, 0.000) Size=(0.35x0.80x0.80) Bounds=[7.050, 7.400], [2.500, 3.300], [0.000, 0.800]
  (Synthetic ice cream 63): Pos=(5.185, 2.745, 1.890) Size=(0.55x0.49x0.79) Bounds=[4.910, 5.460], [2.500, 2.990], [1.890, 2.680]
  (Synthetic confectionery 136): Pos=(6.920, 1.210, 2.610) Size=(0.56x0.58x0.39) Bounds=[6.640, 7.200], [0.920, 1.500], [2.610, 3.000]
  (Synthetic bakery products 129): Pos=(12.805, 2.775, 1.170) Size=(0.79x0.55x1.18) Bounds=[12.410, 13.200], [2.500, 3.050], [1.170, 2.350]
  (Synthetic confectionery 9): Pos=(13.380, 0.715, 2.250) Size=(0.36x0.41x0.54) Bounds=[13.200, 13.560], [0.510, 0.920], [2.250, 2.790]
  (Synthetic pizza 65): Pos=(13.345, 1.230, 0.000) Size=(0.45x0.54x1.07) Bounds=[13.120, 13.570], [0.960, 1.500], [0.000, 1.070]
  (Synthetic ice 301): Pos=(11.240, 0.920, 0.000) Size=(0.60x0.30x0.80) Bounds=[10.940, 11.540], [0.770, 1.070], [0.000, 0.800]
  (Synthetic instant meals 15): Pos=(18.560, 3.220, 0.000) Size=(0.40x0.52x0.71) Bounds=[18.360, 18.760], [2.960, 3.480], [0.000, 0.710]
  (Synthetic pizza 157): Pos=(17.300, 1.285, 0.000) Size=(0.40x0.43x1.11) Bounds=[17.100, 17.500], [1.070, 1.500], [0.000, 1.110]
  (Synthetic candy 41): Pos=(1.285, 2.865, 0.000) Size=(0.57x0.73x0.75) Bounds=[1.000, 1.570], [2.500, 3.230], [0.000, 0.750]
  (traybake-00100011): Pos=(9.515, 0.595, 0.000) Size=(0.23x0.15x0.57) Bounds=[9.400, 9.630], [0.520, 0.670], [0.000, 0.570]
  (burger-00102167): Pos=(1.135, 2.905, 2.460) Size=(0.27x0.27x0.39) Bounds=[1.000, 1.270], [2.770, 3.040], [2.460, 2.850]
  (Synthetic instant meals 217): Pos=(14.320, 2.725, 0.000) Size=(0.42x0.45x0.78) Bounds=[14.110, 14.530], [2.500, 2.950], [0.000, 0.780]
  (Synthetic bakery products 280): Pos=(2.100, 2.875, 2.280) Size=(0.38x0.75x0.57) Bounds=[1.910, 2.290], [2.500, 3.250], [2.280, 2.850]
  (ciabatta-00103106): Pos=(14.615, 2.694, 0.000) Size=(0.17x0.39x0.39) Bounds=[14.530, 14.701], [2.500, 2.888], [0.000, 0.388]
  (Synthetic bakery products 237): Pos=(7.300, 2.770, 0.800) Size=(0.50x0.54x1.08) Bounds=[7.050, 7.550], [2.500, 3.040], [0.800, 1.880]
  (Synthetic ice cream 208): Pos=(10.075, 1.175, 2.690) Size=(0.45x0.65x0.22) Bounds=[9.850, 10.300], [0.850, 1.500], [2.690, 2.910]
  (Synthetic fruit 213): Pos=(9.445, 0.775, 2.360) Size=(0.79x0.41x0.56) Bounds=[9.050, 9.840], [0.570, 0.980], [2.360, 2.920]
  (Synthetic pizza 296): Pos=(1.750, 1.230, 0.000) Size=(0.48x0.54x0.79) Bounds=[1.510, 1.990], [0.960, 1.500], [0.000, 0.790]
  (vegetables-00103919): Pos=(5.125, 0.605, 0.000) Size=(0.25x0.21x0.57) Bounds=[5.000, 5.250], [0.500, 0.710], [0.000, 0.570]
  (Synthetic fruit 252): Pos=(7.535, 2.740, 1.880) Size=(0.43x0.48x1.11) Bounds=[7.320, 7.750], [2.500, 2.980], [1.880, 2.990]
  (bread roll-00108647): Pos=(4.295, 0.655, 0.000) Size=(0.39x0.19x0.60) Bounds=[4.100, 4.490], [0.560, 0.750], [0.000, 0.600]
  (backing parchment-00101126): Pos=(5.560, 0.610, 0.000) Size=(0.16x0.16x0.40) Bounds=[5.480, 5.640], [0.530, 0.690], [0.000, 0.400]
  (Synthetic potatoe products 304): Pos=(11.225, 2.785, 0.000) Size=(0.51x0.57x0.78) Bounds=[10.970, 11.480], [2.500, 3.070], [0.000, 0.780]
  (Synthetic confectionery 270): Pos=(10.220, 0.610, 0.660) Size=(0.74x0.18x1.12) Bounds=[9.850, 10.590], [0.520, 0.700], [0.660, 1.780]
  (Synthetic bakery products 202): Pos=(15.565, 3.350, 2.390) Size=(1.05x0.28x0.52) Bounds=[15.040, 16.090], [3.210, 3.490], [2.390, 2.910]
