id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
SYN-2d039d50,Synthetic confectionery 781,1.17,0.4,0.47,14.68,confectionery,3,1,0,10,1
SYN-9487eac0,Synthetic dairy products 782,0.74,0.54,0.43,20.45,dairy products,1,0,1,7,1
SYN-eb2f7e77,Synthetic confectionery 783,0.83,0.53,0.59,18.61,confectionery,1,1,0,3,1
SYN-6f2993dc,Synthetic confectionery 784,0.94,0.51,0.58,8.63,confectionery,2,1,0,4,1
SYN-930a8bc6,Synthetic red meat 785,0.78,0.67,0.49,19.44,red meat,1,0,1,10,1
SYN-12656e8b,Synthetic bakery products 786,0.71,0.42,0.3,6.48,bakery products,3,1,0,3,1
SYN-f0ac8e1d,Synthetic red meat 787,1.16,0.72,0.55,17.58,red meat,2,0,1,3,1
SYN-2c6214ee,Synthetic confectionery 788,1.12,0.45,0.35,13.78,confectionery,1,1,0,2,1
SYN-ecde91fe,Synthetic snack 789,0.77,0.54,0.62,19.77,snack,3,0,1,2,1
SYN-51144aba,Synthetic pizza 790,0.79,0.55,0.43,6.82,pizza,3,0,1,1,1
SYN-4319313a,Synthetic potatoe products 791,1.15,0.42,0.46,13.6,potatoe products,3,0,1,7,1
SYN-3497bd2d,Synthetic bakery products 792,0.93,0.29,0.46,8.85,bakery products,1,1,0,9,1
SYN-7479eab2,Synthetic potatoe products 793,0.81,0.4,0.41,12.32,potatoe products,1,0,1,4,1
SYN-7399a3da,Synthetic confectionery 794,1.08,0.53,0.54,17.83,confectionery,2,1,0,10,1
SYN-7e10d7bb,Synthetic potatoe products 795,1.15,0.44,0.47,14.88,potatoe products,3,0,1,2,1
SYN-a8f8825c,Synthetic red meat 796,0.79,0.54,0.55,20.26,red meat,1,0,1,10,1
SYN-26e2cd79,Synthetic bakery products 797,0.79,0.56,0.56,20.26,bakery products,1,1,0,6,1
SYN-0fa95226,Synthetic poultry 798,0.79,0.53,0.57,20.72,poultry,1,0,1,8,1
SYN-1d43b50c,Synthetic seafood 799,1.09,0.53,0.31,16.37,seafood,2,0,1,5,1
SYN-504dfc97,Synthetic confectionery 800,0.8,0.53,0.25,11.7,confectionery,2,1,0,6,1
SYN-bc0ea776,Synthetic confectionery 801,1.17,0.75,0.3,19.08,confectionery,1,1,0,10,1
SYN-70759ef2,Synthetic bakery products 802,1.16,0.42,0.45,14.9,bakery products,2,1,0,1,1
SYN-f705a338,Synthetic potatoe products 803,0.78,0.53,0.56,20.49,potatoe products,2,0,1,6,1
SYN-afcb3e00,Synthetic confectionery 804,1.13,0.49,0.66,17.89,confectionery,3,1,0,7,1
SYN-67c6dd2e,Synthetic confectionery 805,0.48,0.36,0.55,4.48,confectionery,1,1,0,3,1
SYN-9094578d,Synthetic poultry 806,0.92,0.54,0.55,19.1,poultry,2,0,1,2,1
SYN-d8661ed5,Synthetic non-food products 807,1.08,0.56,0.23,14.21,non-food products,3,0,1,9,1
SYN-10d3cd85,Synthetic dairy products 808,0.77,0.53,0.58,20.06,dairy products,3,0,1,2,1
SYN-a9525d30,Synthetic side dish 809,0.69,0.42,0.62,11.64,side dish,3,0,1,4,1
SYN-520cfbdc,Synthetic instant meals 810,0.74,0.5,0.62,17.1,instant meals,2,0,1,10,1
SYN-c5567a1e,Synthetic pizza 811,1.18,0.8,0.57,15.23,pizza,2,0,1,2,1
SYN-0855867d,Synthetic pizza 812,0.78,0.43,0.51,18.96,pizza,1,0,1,7,1
SYN-d7ee4d9e,Synthetic poultry 813,0.79,0.55,0.21,8.87,poultry,1,0,1,2,1
SYN-4dc93e88,Synthetic confectionery 814,0.78,0.54,0.59,19.9,confectionery,2,1,0,8,1
SYN-d47ba21f,Synthetic confectionery 815,0.78,0.52,0.63,19.35,confectionery,2,1,0,5,1
SYN-8ee533ed,Synthetic confectionery 816,0.81,0.34,0.43,15.91,confectionery,2,1,0,3,1
SYN-729ab044,Synthetic candy 817,0.73,0.35,0.35,15.03,candy,2,0,1,5,1
SYN-1716a30a,Synthetic instant meals 818,0.97,0.45,0.39,9.13,instant meals,3,0,1,8,1
SYN-f85cfadd,Synthetic confectionery 819,1.11,0.46,0.53,9.88,confectionery,1,1,0,7,1
SYN-a9899387,Synthetic herbs/spice 820,1.18,0.8,0.56,13.6,herbs/spice,3,0,1,3,1
SYN-ea238364,Synthetic confectionery 821,1.16,0.4,0.43,14.19,confectionery,2,1,0,4,1
SYN-942ebd67,Synthetic confectionery 822,0.73,0.41,0.61,13.72,confectionery,1,1,0,7,1
SYN-dd054a2d,Synthetic confectionery 823,1.11,0.73,0.29,15.91,confectionery,3,1,0,3,1
SYN-61c778a0,Synthetic poultry 824,1.17,0.76,0.22,21.01,poultry,2,0,0,9,1
SYN-f873fd3b,Synthetic side dish 825,0.74,0.61,0.54,10.31,side dish,3,0,1,4,1
SYN-2d6f9481,Synthetic confectionery 826,0.71,0.36,0.37,14.1,confectionery,2,1,0,7,1
SYN-af1a02eb,Synthetic confectionery 827,0.62,0.39,0.34,10.04,confectionery,1,1,0,9,1
SYN-d9292be1,Synthetic snack 828,0.78,0.33,0.35,15.42,snack,1,0,1,2,1
SYN-8831e9ff,Synthetic pizza 829,0.79,0.34,0.4,15.78,pizza,2,0,0,8,1
SYN-2f154ac8,Synthetic confectionery 830,1.13,0.41,0.48,13.8,confectionery,3,1,0,5,1
SYN-eba3c181,Synthetic confectionery 831,0.64,0.41,0.41,7.08,confectionery,2,1,0,1,1
SYN-1fabfe7c,Synthetic pizza 832,1.06,0.49,0.51,14.07,pizza,1,0,1,7,1
SYN-cd372067,Synthetic herbs/spice 833,0.66,0.41,0.58,10.83,herbs/spice,2,0,0,1,1
SYN-2ebdb672,Synthetic potatoe products 834,0.67,0.43,0.62,11.25,potatoe products,3,0,1,1,1
SYN-c36691d2,Synthetic confectionery 835,0.75,0.25,0.42,7.72,confectionery,1,1,0,1,1
SYN-156d0bc6,Synthetic confectionery 836,0.63,0.41,0.54,11.42,confectionery,1,1,0,2,1
SYN-9be2aec7,Synthetic instant meals 837,1.16,0.4,0.44,14.96,instant meals,2,0,1,5,1
SYN-afc574e1,Synthetic confectionery 838,1.07,0.55,0.5,17.95,confectionery,3,1,0,2,1
SYN-bced5913,Synthetic candy 839,0.8,0.56,0.27,11.51,candy,3,0,1,6,1
SYN-7cd17669,Synthetic side dish 840,0.81,0.32,0.32,15.52,side dish,1,0,1,7,1
SYN-04e64947,Synthetic ice cream 841,0.52,0.39,0.54,7.28,ice cream,2,1,0,9,1
SYN-e48662a8,Synthetic confectionery 842,0.72,0.56,0.63,9.17,confectionery,2,1,0,2,1
SYN-960a01b4,Synthetic poultry 843,0.81,0.59,0.46,16.23,poultry,2,0,1,9,1
SYN-c979da7c,Synthetic confectionery 844,1.18,0.79,0.57,15.88,confectionery,3,1,0,7,1
SYN-63be7d7a,Synthetic instant meals 845,0.78,0.39,0.39,17.73,instant meals,2,0,1,7,1
SYN-1d6b961a,Synthetic confectionery 846,1.15,0.37,0.53,14.71,confectionery,1,1,0,9,1
SYN-215502d6,Synthetic red meat 847,1.08,0.52,0.52,17.89,red meat,2,0,1,2,1
SYN-513e4bca,Synthetic side dish 848,1.14,0.46,0.31,14.23,side dish,2,0,1,8,1
SYN-fb25a16c,Synthetic bakery products 849,1.17,0.41,0.45,14.55,bakery products,3,1,0,7,1
SYN-1ba65959,Synthetic vegetables 850,1.08,0.49,0.49,16.7,vegetables,2,1,0,5,1
SYN-25913c03,Synthetic ice cream 851,1.09,0.55,0.25,15.18,ice cream,1,1,0,8,1
SYN-3a7a4796,Synthetic snack 852,0.52,0.3,0.44,5.51,snack,2,0,1,8,1
SYN-314708dc,Synthetic candy 853,1.1,0.37,0.49,11.64,candy,3,0,1,10,1
SYN-4710ee78,Synthetic fish 854,0.77,0.78,0.35,11.51,fish,3,0,1,4,1
SYN-d13c106e,Synthetic confectionery 855,0.78,0.53,0.56,20.17,confectionery,2,1,0,1,1
SYN-12352f94,Synthetic confectionery 856,0.92,0.28,0.45,8.9,confectionery,3,1,0,6,1
SYN-04574d5f,Synthetic bakery products 857,0.56,0.39,0.37,9.58,bakery products,3,1,0,6,1
SYN-d2a77d42,Synthetic pizza 858,0.81,0.32,0.31,14.78,pizza,3,0,0,1,1
SYN-356efe7b,Synthetic potatoe products 859,0.81,0.34,0.4,16.31,potatoe products,3,0,1,4,1
SYN-ae3eff1e,Synthetic red meat 860,0.77,0.54,0.61,19.14,red meat,1,0,1,2,1
SYN-4818e33f,Synthetic instant meals 861,1.17,0.39,0.48,13.67,instant meals,3,0,1,5,1
SYN-721f22d7,Synthetic bakery products 862,0.59,0.42,0.55,10.59,bakery products,3,1,0,4,1
SYN-47015dc8,Synthetic confectionery 863,1.15,0.42,0.42,14.15,confectionery,3,1,0,2,1
SYN-11217393,Synthetic herbs/spice 864,0.7,0.42,0.5,8.49,herbs/spice,3,0,1,1,1
SYN-73a489bc,Synthetic confectionery 865,0.81,0.59,0.23,7.7,confectionery,1,1,0,1,1
SYN-2b733e35,Synthetic instant meals 866,0.68,0.4,0.58,10.3,instant meals,3,0,1,4,1
SYN-c2d47dda,Synthetic ice cream 867,0.77,0.67,0.39,12.16,ice cream,2,1,0,2,1
SYN-cef20e81,Synthetic seafood 868,0.66,0.28,0.3,3.68,seafood,1,0,0,8,1
SYN-7c1cf027,Synthetic seafood 869,0.72,0.46,0.58,9.06,seafood,3,0,1,7,1
SYN-fbcf82b1,Synthetic confectionery 870,1.08,0.57,0.24,14.04,confectionery,1,1,0,5,1
SYN-479eded7,Synthetic instant meals 871,0.61,0.41,0.57,9.44,instant meals,3,0,1,2,1
SYN-b48a1975,Synthetic vegetables 872,0.62,0.41,0.52,11.42,vegetables,3,1,0,6,1
SYN-98b79335,Synthetic dairy products 873,1.07,0.54,0.54,17.4,dairy products,3,0,1,7,1
SYN-77d4ca31,Synthetic candy 874,0.8,0.56,0.29,12.48,candy,2,0,1,2,1
SYN-68fbb78d,Synthetic confectionery 875,0.81,0.56,0.54,18.64,confectionery,3,1,0,9,1
SYN-b6d7e04c,Synthetic bakery products 876,0.69,0.43,0.62,12.09,bakery products,1,1,0,2,1
SYN-31ebd213,Synthetic poultry 877,0.77,0.54,0.5,21.37,poultry,1,0,1,7,1
SYN-872d7e57,Synthetic red meat 878,0.67,0.42,0.61,11.08,red meat,1,0,1,2,1
SYN-a40d0b07,Synthetic candy 879,1.18,0.8,0.49,14.84,candy,1,0,0,1,1
SYN-392f68c3,Synthetic confectionery 880,0.78,0.57,0.54,18.98,confectionery,1,1,0,6,1
SYN-249112d2,Synthetic instant meals 881,0.81,0.59,0.33,11.21,instant meals,2,0,1,8,1
SYN-e268c64d,Synthetic instant meals 882,0.71,0.45,0.62,14.16,instant meals,3,0,1,1,1
SYN-6a75f514,Synthetic non-food products 883,0.78,0.53,0.55,20.31,non-food products,2,0,0,5,1
SYN-a3b7d6c3,Synthetic side dish 884,0.79,0.58,0.27,10.48,side dish,3,0,1,2,1
SYN-1a7499c3,Synthetic bakery products 885,0.74,0.45,0.29,5.44,bakery products,2,1,0,2,1
SYN-502761b8,Synthetic vegetables 886,0.68,0.44,0.61,12.09,vegetables,1,1,0,2,1
SYN-2c87966a,Synthetic dairy products 887,0.75,0.41,0.6,14.95,dairy products,2,0,1,8,1
SYN-1bfbd3b7,Synthetic fish 888,1.17,0.41,0.46,13.89,fish,1,0,1,8,1
SYN-9069c68c,Synthetic instant meals 889,0.78,0.57,0.59,6.69,instant meals,1,0,1,3,1
SYN-fba50052,Synthetic bakery products 890,1.07,0.66,0.25,14.21,bakery products,2,1,0,8,1
SYN-4a768f89,Synthetic ice cream 891,0.49,0.35,0.5,4.13,ice cream,3,1,0,9,1
SYN-63753468,Synthetic snack 892,1.17,0.78,0.57,13.44,snack,2,0,1,1,1
SYN-cb06262b,Synthetic pizza 893,1.14,0.43,0.46,15.02,pizza,3,0,0,5,1
SYN-7136d70d,Synthetic potatoe products 894,1.11,0.46,0.45,16.04,potatoe products,1,0,1,9,1
SYN-4d2ee429,Synthetic herbs/spice 895,1.18,0.76,0.35,15.13,herbs/spice,3,0,1,8,1
SYN-acbe1403,Synthetic poultry 896,0.76,0.38,0.59,14.7,poultry,3,0,1,9,1
SYN-ebd67c38,Synthetic bakery products 897,0.93,0.54,0.52,18.94,bakery products,2,1,0,6,1
SYN-cf495457,Synthetic bakery products 898,1.15,0.43,0.49,12.39,bakery products,3,1,0,3,1
SYN-2da002cd,Synthetic bakery products 899,1.15,0.38,0.49,13.16,bakery products,2,1,0,9,1
SYN-467376d1,Synthetic vegetables 900,0.82,0.37,0.28,7.7,vegetables,1,1,0,7,1
SYN-dfb0a26e,Synthetic vegetables 901,0.75,0.5,0.61,18.01,vegetables,3,1,0,6,1
SYN-82e7502b,Synthetic vegetables 902,0.62,0.43,0.58,10.9,vegetables,1,1,0,6,1
SYN-ba724456,Synthetic pizza 903,0.74,0.53,0.36,4.99,pizza,3,0,1,6,1
SYN-bf81bc31,Synthetic bakery products 904,1.01,0.75,0.27,14.78,bakery products,2,1,0,1,1
SYN-c393cf93,Synthetic confectionery 905,0.81,0.74,0.27,14.32,confectionery,3,1,0,6,1
SYN-b14f70ed,Synthetic bakery products 906,1.13,0.36,0.5,12.95,bakery products,2,1,0,3,1
SYN-89761710,Synthetic herbs/spice 907,1.09,0.53,0.56,18.34,herbs/spice,1,0,1,2,1
SYN-8c2136e9,Synthetic bakery products 908,1.17,0.78,0.59,17.05,bakery products,2,1,0,3,1
SYN-92f9eef7,Synthetic vegetables 909,0.69,0.43,0.62,12.23,vegetables,1,1,0,9,1
SYN-83e1f520,Synthetic potatoe products 910,0.63,0.33,0.31,5.18,potatoe products,2,0,0,3,1
SYN-10fcd0d9,Synthetic confectionery 911,0.8,0.52,0.34,7.59,confectionery,3,1,0,7,1
SYN-0f428cd9,Synthetic confectionery 912,0.8,0.31,0.3,13.46,confectionery,1,1,0,9,1
SYN-b8db1a9c,Synthetic instant meals 913,0.8,0.39,0.43,8.83,instant meals,1,0,1,2,1
SYN-f5cc9f91,Synthetic pizza 914,1.18,0.77,0.37,16.58,pizza,1,0,1,9,1
SYN-1c96c77e,Synthetic confectionery 915,0.78,0.54,0.55,20.36,confectionery,3,1,0,9,1
SYN-77c252d4,Synthetic bakery products 916,0.77,0.35,0.32,12.54,bakery products,3,1,0,2,1
SYN-1265b86d,Synthetic potatoe products 917,0.65,0.41,0.59,11.08,potatoe products,2,0,1,10,1
SYN-12cfb7b0,Synthetic vegetables 918,0.54,0.36,0.41,8.5,vegetables,1,1,0,9,1
SYN-22fde9fe,Synthetic bakery products 919,0.94,0.59,0.22,13.1,bakery products,1,1,0,10,1
SYN-cb4d6cce,Synthetic ice cream 920,1.05,0.45,0.49,9.54,ice cream,3,1,0,10,1
SYN-5ed23252,Synthetic dairy products 921,0.8,0.58,0.46,16.07,dairy products,2,0,1,7,1
SYN-91d91c0b,Synthetic confectionery 922,0.74,0.59,0.6,8.47,confectionery,1,1,0,2,1
SYN-abb36f7e,Synthetic snack 923,1.15,0.43,0.46,14.99,snack,1,0,1,8,1
SYN-fbd880dd,Synthetic bakery products 924,1.13,0.46,0.47,15.39,bakery products,2,1,0,2,1
SYN-5567b101,Synthetic confectionery 925,1.08,0.52,0.56,17.33,confectionery,1,1,0,2,1
SYN-62619f22,Synthetic ice cream 926,0.79,0.34,0.36,16.03,ice cream,3,1,0,3,1
SYN-536a270b,Synthetic confectionery 927,0.77,0.53,0.58,19.86,confectionery,3,1,0,7,1
SYN-6dce27a5,Synthetic vegetables 928,0.78,0.3,0.3,13.29,vegetables,1,1,0,8,1
SYN-a8416f47,Synthetic poultry 929,0.87,0.51,0.56,17.14,poultry,3,0,0,3,1
SYN-69ef8102,Synthetic instant meals 930,0.56,0.42,0.39,11.28,instant meals,1,0,1,3,1
SYN-3961a3d9,Synthetic potatoe products 931,1.18,0.79,0.4,14.74,potatoe products,3,0,1,4,1
SYN-374b13c8,Synthetic fish 932,0.67,0.4,0.58,10.66,fish,1,0,1,9,1
SYN-4f73df76,Synthetic side dish 933,0.92,0.52,0.56,17.5,side dish,2,0,1,2,1
SYN-7699b2f8,Synthetic red meat 934,1.15,0.41,0.41,15.28,red meat,2,0,0,5,1
SYN-dacdd1e3,Synthetic vegetables 935,0.56,0.39,0.39,10.18,vegetables,3,1,0,4,1
SYN-02991b0e,Synthetic poultry 936,0.65,0.42,0.59,10.28,poultry,2,0,1,8,1
SYN-5d8fb28e,Synthetic fish 937,0.66,0.41,0.6,10.64,fish,1,0,1,4,1
SYN-6193153d,Synthetic confectionery 938,0.8,0.45,0.51,10.77,confectionery,2,1,0,10,1
SYN-b17c6fa7,Synthetic confectionery 939,0.79,0.55,0.54,19.82,confectionery,3,1,0,7,1
SYN-c92b9bc9,Synthetic confectionery 940,0.55,0.39,0.48,5.52,confectionery,1,1,0,6,1
SYN-7e8239a0,Synthetic pizza 941,0.73,0.49,0.64,15.8,pizza,3,0,1,1,1
SYN-15879b9a,Synthetic red meat 942,0.63,0.42,0.58,9.4,red meat,1,0,1,2,1
SYN-f970ed63,Synthetic bakery products 943,0.77,0.54,0.6,19.34,bakery products,2,1,0,4,1
SYN-af410e55,Synthetic red meat 944,1.08,0.39,0.41,9.74,red meat,3,0,1,9,1
SYN-8899de11,Synthetic bakery products 945,1.09,0.54,0.27,15.39,bakery products,1,1,0,6,1
SYN-92944fa2,Synthetic fish 946,0.72,0.57,0.64,9.54,fish,2,0,1,4,1
SYN-4379202c,Synthetic pizza 947,0.8,0.56,0.54,18.66,pizza,2,0,1,3,1
SYN-eb9972a9,Synthetic instant meals 948,1.18,0.79,0.56,15.61,instant meals,1,0,1,10,1
SYN-eee72266,Synthetic ice cream 949,0.5,0.27,0.47,2.72,ice cream,3,1,0,1,1
SYN-d9423036,Synthetic vegetables 950,0.65,0.41,0.58,10.84,vegetables,1,1,0,2,1
SYN-d854066e,Synthetic bakery products 951,0.78,0.53,0.55,21.23,bakery products,3,1,0,9,1
SYN-a5f67ef6,Synthetic potatoe products 952,0.74,0.42,0.57,10.93,potatoe products,1,0,1,5,1
SYN-ec9c6566,Synthetic pizza 953,0.83,0.42,0.52,9.91,pizza,1,0,1,9,1
SYN-71ffe29e,Synthetic vegetables 954,0.77,0.54,0.6,19.73,vegetables,2,1,0,10,1
SYN-735b817c,Synthetic poultry 955,1.13,0.38,0.5,13.36,poultry,2,0,1,1,1
SYN-b1f52098,Synthetic fish 956,0.83,0.51,0.6,19.32,fish,2,0,1,5,1
SYN-f1dca049,Synthetic instant meals 957,0.66,0.42,0.59,10.54,instant meals,2,0,1,6,1
SYN-2db6388d,Synthetic fruit 958,1.13,0.46,0.45,15.82,fruit,3,1,0,7,1
SYN-c352dccd,Synthetic bakery products 959,1.19,0.79,0.57,13.29,bakery products,1,1,0,1,1
SYN-41a97f89,Synthetic dairy products 960,1.07,0.54,0.46,18.09,dairy products,1,0,1,3,1
SYN-26b6a803,Synthetic ice cream 961,1.13,0.4,0.52,13.49,ice cream,2,1,0,8,1
SYN-ff56515c,Synthetic vegetables 962,1.16,0.44,0.38,17.1,vegetables,1,1,0,2,1
SYN-164a06bb,Synthetic bakery products 963,1.17,0.79,0.32,15.32,bakery products,1,1,0,2,1
SYN-07e26b0b,Synthetic instant meals 964,1.0,0.62,0.23,16.01,instant meals,3,0,1,6,1
SYN-c033e609,Synthetic vegetables 965,0.81,0.6,0.34,12.18,vegetables,3,1,0,10,1
SYN-717cb808,Synthetic red meat 966,0.78,0.77,0.32,13.53,red meat,3,0,1,10,1
SYN-86ed149f,Synthetic vegetables 967,0.81,0.31,0.3,14.79,vegetables,3,1,0,4,1
SYN-fb5abdc1,Synthetic fish 968,1.18,0.78,0.34,15.1,fish,1,0,0,10,1
SYN-c012c8ab,Synthetic fish 969,0.75,0.35,0.35,15.36,fish,2,0,1,7,1
SYN-a07b6744,Synthetic candy 970,1.18,0.79,0.53,14.84,candy,2,0,1,5,1
SYN-c83c8628,Synthetic instant meals 971,0.6,0.33,0.3,4.26,instant meals,1,0,1,6,1
SYN-760730e1,Synthetic confectionery 972,0.71,0.44,0.62,13.69,confectionery,1,1,0,9,1
SYN-9d8008e4,Synthetic ice cream 973,1.12,0.45,0.42,14.99,ice cream,2,1,0,5,1
SYN-4fb83123,Synthetic pizza 974,1.05,0.48,0.49,12.53,pizza,2,0,1,10,1
SYN-03e4a271,Synthetic instant meals 975,1.12,0.46,0.54,13.9,instant meals,2,0,0,10,1
SYN-a6675bb9,Synthetic potatoe products 976,0.76,0.53,0.63,19.07,potatoe products,1,0,1,6,1
SYN-89464fb6,Synthetic confectionery 977,1.14,0.36,0.5,13.15,confectionery,3,1,0,3,1
SYN-8d199e23,Synthetic candy 978,0.72,0.48,0.62,15.12,candy,3,0,1,3,1
SYN-3f58405b,Synthetic confectionery 979,1.06,0.56,0.45,17.85,confectionery,1,1,0,1,1
SYN-5799cb65,Synthetic bakery products 980,0.69,0.42,0.61,11.6,bakery products,2,1,0,5,1
SYN-5198e10a,Synthetic poultry 981,0.67,0.41,0.6,10.74,poultry,2,0,1,1,1
SYN-3c00fc2c,Synthetic ice 982,0.67,0.4,0.59,10.44,ice,1,0,1,3,1
SYN-068778d7,Synthetic confectionery 983,0.79,0.55,0.52,21.17,confectionery,1,1,0,10,1
SYN-bf0fd959,Synthetic ice cream 984,1.09,0.51,0.48,17.6,ice cream,2,1,0,2,1
SYN-2b121c28,Synthetic confectionery 985,1.16,0.42,0.49,14.68,confectionery,3,1,0,2,1
SYN-830e34a3,Synthetic fish 986,1.01,0.44,0.44,9.97,fish,3,0,1,1,1
SYN-e8680321,Synthetic ice cream 987,0.81,0.58,0.38,11.75,ice cream,1,1,0,2,1
SYN-b19aa8b4,Synthetic ice cream 988,0.74,0.56,0.43,20.35,ice cream,3,1,0,2,1
SYN-e0868c26,Synthetic snack 989,0.67,0.41,0.59,10.99,snack,1,0,0,10,1
SYN-7ac282fc,Synthetic instant meals 990,0.77,0.54,0.59,19.85,instant meals,3,0,1,10,1
SYN-73e843df,Synthetic fish 991,1.1,0.47,0.47,16.02,fish,1,0,1,8,1
SYN-6f05708c,Synthetic candy 992,0.8,0.58,0.39,9.37,candy,2,0,1,7,1
SYN-c8f0782f,Synthetic instant meals 993,1.15,0.4,0.47,14.62,instant meals,3,0,1,9,1
SYN-23e56166,Synthetic seafood 994,0.67,0.41,0.6,10.79,seafood,1,0,1,2,1
SYN-f06c9f6a,Synthetic instant meals 995,0.78,0.51,0.62,20.44,instant meals,2,0,1,9,1
SYN-db8cb5da,Synthetic poultry 996,0.62,0.39,0.34,11.36,poultry,2,0,1,3,1
SYN-baad549b,Synthetic confectionery 997,0.65,0.42,0.58,10.41,confectionery,3,1,0,7,1
SYN-7e4027f7,Synthetic ice cream 998,0.55,0.43,0.47,10.47,ice cream,2,1,0,5,1
SYN-7324b6ab,Synthetic confectionery 999,0.62,0.41,0.53,11.33,confectionery,3,1,0,4,1
SYN-3c479386,Synthetic bakery products 1000,1.18,0.78,0.42,15.48,bakery products,2,1,0,5,1
SYN-87b56bff,Synthetic confectionery 1001,0.81,0.58,0.25,8.7,confectionery,1,1,0,3,1
SYN-faf08697,Synthetic fruit 1002,1.16,0.42,0.4,14.57,fruit,1,1,0,2,1
SYN-665aab94,Synthetic fish 1003,0.7,0.4,0.57,12.6,fish,1,0,1,5,1
SYN-02c3d527,Synthetic vegetables 1004,1.12,0.38,0.5,13.26,vegetables,1,1,0,3,1
SYN-30b79fc1,Synthetic pizza 1005,0.66,0.41,0.52,12.23,pizza,2,0,1,6,1
SYN-acf91416,Synthetic bakery products 1006,0.82,0.39,0.28,6.87,bakery products,1,1,0,6,1
SYN-434da7c5,Synthetic candy 1007,1.18,0.75,0.14,24.42,candy,3,0,0,2,1
SYN-251303c6,Synthetic instant meals 1008,0.68,0.41,0.57,11.75,instant meals,1,0,1,7,1
SYN-50631574,Synthetic ice cream 1009,0.77,0.55,0.38,17.01,ice cream,1,1,0,4,1
SYN-dfd15520,Synthetic ice cream 1010,1.18,0.79,0.53,13.83,ice cream,1,1,0,6,1
SYN-5f47e525,Synthetic potatoe products 1011,0.77,0.55,0.47,21.72,potatoe products,1,0,1,4,1
SYN-93ba40a5,Synthetic snack 1012,1.13,0.43,0.45,14.28,snack,1,0,1,7,1
SYN-207cc22e,Synthetic vegetables 1013,0.79,0.55,0.54,20.15,vegetables,1,1,0,2,1
SYN-20a36fd3,Synthetic vegetables 1014,0.78,0.54,0.57,20.03,vegetables,1,1,0,9,1
SYN-f3fcdc8e,Synthetic bakery products 1015,1.08,0.55,0.31,15.57,bakery products,2,1,0,5,1
SYN-f49f16ce,Synthetic bakery products 1016,1.17,0.68,0.66,17.22,bakery products,1,1,0,1,1
SYN-3d7552b8,Synthetic dairy products 1017,0.48,0.39,0.54,5.46,dairy products,1,0,1,1,1
SYN-7b9f6a08,Synthetic confectionery 1018,0.68,0.44,0.4,6.53,confectionery,3,1,0,4,1
SYN-5c85b568,Synthetic ice cream 1019,1.18,0.77,0.31,17.69,ice cream,3,1,0,3,1
SYN-9327721a,Synthetic bakery products 1020,1.11,0.55,0.6,21.67,bakery products,2,1,0,6,1
SYN-4ecc781e,Synthetic fish 1021,1.18,0.79,0.55,15.05,fish,3,0,1,6,1
SYN-5ba75559,Synthetic confectionery 1022,1.18,0.8,0.6,14.06,confectionery,2,1,0,9,1
SYN-cceb89bc,Synthetic confectionery 1023,0.75,0.5,0.48,20.82,confectionery,2,1,0,8,1
SYN-baceda75,Synthetic bakery products 1024,0.7,0.41,0.63,10.89,bakery products,1,1,0,4,1
SYN-b0abea92,Synthetic pizza 1025,0.78,0.54,0.54,20.56,pizza,3,0,1,4,1
SYN-f74c9b2f,Synthetic potatoe products 1026,0.8,0.53,0.32,7.25,potatoe products,1,0,1,3,1
SYN-70a59a06,Synthetic vegetables 1027,1.08,0.35,0.48,11.84,vegetables,3,1,0,8,1
SYN-32c76942,Synthetic bakery products 1028,1.17,0.78,0.59,15.9,bakery products,1,1,0,5,1
SYN-ade532d1,Synthetic confectionery 1029,0.52,0.42,0.54,7.89,confectionery,3,1,0,5,1
SYN-9b7faa51,Synthetic ice cream 1030,0.78,0.54,0.54,20.63,ice cream,2,1,0,10,1
SYN-734b5c01,Synthetic poultry 1031,0.81,0.33,0.37,16.5,poultry,3,0,1,6,1
SYN-d7058a39,Synthetic vegetables 1032,1.13,0.47,0.52,15.46,vegetables,1,1,0,4,1
SYN-bed316a7,Synthetic instant meals 1033,0.77,0.65,0.38,16.18,instant meals,3,0,1,7,1
SYN-5cc66f8c,Synthetic ice cream 1034,1.13,0.42,0.46,12.93,ice cream,3,1,0,10,1
SYN-4c66ed2c,Synthetic fruit 1035,0.84,0.31,0.31,15.0,fruit,3,1,0,7,1
SYN-5c85960d,Synthetic confectionery 1036,0.78,0.54,0.57,20.67,confectionery,1,1,0,1,1
SYN-dfb225a9,Synthetic confectionery 1037,1.17,0.51,0.61,18.38,confectionery,2,1,0,3,1
SYN-baad5a21,Synthetic red meat 1038,0.79,0.34,0.46,15.99,red meat,3,0,1,5,1
SYN-362537ef,Synthetic red meat 1039,1.18,0.79,0.47,16.28,red meat,3,0,1,1,1
SYN-a6424a1e,Synthetic candy 1040,1.12,0.46,0.44,15.81,candy,1,0,1,3,1
SYN-3358be02,Synthetic instant meals 1041,0.84,0.43,0.34,8.03,instant meals,3,0,1,8,1
SYN-a75c23c3,Synthetic seafood 1042,1.16,0.41,0.45,14.62,seafood,2,0,1,1,1
SYN-8a51eb04,Synthetic confectionery 1043,1.1,0.37,0.48,11.54,confectionery,1,1,0,10,1
SYN-569e2a60,Synthetic vegetables 1044,0.79,0.57,0.32,9.19,vegetables,1,1,0,7,1
