id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
SYN-3ffb6600,Synthetic pizza 319,1.13,0.41,0.56,18.78,pizza,2,0,1,7,1
SYN-27701034,Synthetic snack 273,0.71,0.4,0.52,8.82,snack,3,0,1,5,1
SYN-722f6bd0,Synthetic bakery products 222,0.78,0.54,0.54,21.55,bakery products,3,1,0,3,1
SYN-a893624a,Synthetic bakery products 96,0.78,0.53,0.5,21.39,bakery products,2,1,0,6,1
SYN-fd92a0b3,Synthetic vegetables 52,0.71,0.4,0.52,8.54,vegetables,1,1,0,2,1
SYN-3cc54e45,Synthetic candy 241,1.18,0.79,0.57,12.53,candy,1,0,1,2,1
SYN-5050b8a8,Synthetic confectionery 299,1.18,0.4,0.41,13.96,confectionery,3,1,0,4,1
SYN-1e455ea9,Synthetic bakery products 305,1.09,0.64,0.23,15.37,bakery products,3,1,0,9,1
SYN-d6612bfd,Synthetic fish 179,1.17,0.78,0.46,11.28,fish,2,0,1,9,1
SYN-f50cd0a0,Synthetic ice cream 42,0.78,0.33,0.33,15.16,ice cream,3,1,0,10,1
SYN-673c967d,Synthetic ice cream 311,0.87,0.41,0.49,9.01,ice cream,2,1,0,8,1
SYN-4b8c08fa,Synthetic confectionery 207,1.15,0.54,0.59,9.87,confectionery,1,1,0,4,1
SYN-e7fd75cd,Synthetic ice cream 255,0.76,0.52,0.35,12.36,ice cream,1,1,0,9,1
REAL-9d9fb842,herbs-00106516,0.59,0.2,0.28,7.55,herbs/spice,1,0,1,1,1
SYN-b902d79b,Synthetic confectionery 5,0.79,0.59,0.55,25.13,confectionery,2,1,0,2,1
SYN-7c98a0f2,Synthetic confectionery 257,1.18,0.4,0.4,15.93,confectionery,2,1,0,10,1
REAL-73881da5,layer cake-00111375,0.43,0.35,0.19,7.34,confectionery,1,0,1,1,1
SYN-10f461c1,Synthetic bakery products 101,1.12,0.48,0.23,14.28,bakery products,2,1,0,6,1
SYN-18a6814b,Synthetic instant meals 227,0.49,0.34,0.54,4.65,instant meals,3,0,1,9,1
REAL-9a539b0d,squid-00105972,0.35,0.2,0.26,4.25,seafood,1,0,1,1,1
SYN-171902c7,Synthetic candy 214,0.78,0.33,0.33,15.15,candy,3,0,1,1,1
SYN-039e79d7,Synthetic confectionery 172,0.79,0.6,0.58,14.03,confectionery,2,1,0,4,1
SYN-b9c6539e,Synthetic instant meals 99,0.7,0.4,0.52,8.24,instant meals,3,0,1,5,1
SYN-b6f623e9,Synthetic pizza 216,1.1,0.43,0.43,12.31,pizza,2,0,1,10,1
SYN-208aea3c,Synthetic confectionery 62,0.79,0.53,0.5,21.39,confectionery,2,1,0,6,1
SYN-9bb31c74,Synthetic snack 48,0.67,0.39,0.58,10.14,snack,1,0,1,5,1
SYN-adb2f175,Synthetic instant meals 33,1.07,0.54,0.24,12.13,instant meals,1,0,1,8,1
SYN-210c6522,Synthetic instant meals 268,1.14,0.48,0.66,16.17,instant meals,1,0,1,10,1
SYN-fc898390,Synthetic confectionery 201,1.18,0.54,0.59,8.81,confectionery,2,1,0,4,1
REAL-eda0947c,bread-00109731,0.6,0.4,0.29,7.21,bakery products,1,0,1,1,1
SYN-c26ba572,Synthetic confectionery 28,1.14,0.43,0.36,17.27,confectionery,1,1,0,5,1
SYN-4551622f,Synthetic vegetables 313,1.08,0.54,0.51,19.3,vegetables,3,1,0,1,1
SYN-907219c3,Synthetic ice cream 231,0.51,0.4,0.53,6.02,ice cream,3,1,0,8,1
SYN-0f4cfe3e,Synthetic ice cream 261,1.18,0.39,0.44,14.26,ice cream,1,1,0,10,1
SYN-9ab2b062,Synthetic confectionery 289,1.18,0.79,0.55,12.53,confectionery,3,1,0,8,1
SYN-e746453a,Synthetic confectionery 163,0.57,0.25,0.3,3.67,confectionery,2,1,0,1,1
REAL-ca65e6ac,pastry w. fruit-00104307,0.58,0.26,0.3,4.81,confectionery,1,0,1,1,1
SYN-c1f8cdfd,Synthetic instant meals 139,0.8,0.8,0.35,9.05,instant meals,2,0,1,9,1
SYN-ce8c621e,Synthetic ice cream 63,0.79,0.55,0.49,20.79,ice cream,3,1,0,4,1
SYN-297e5790,Synthetic confectionery 136,0.58,0.39,0.56,7.63,confectionery,3,1,0,9,1
SYN-45cc2cee,Synthetic bakery products 129,1.18,0.79,0.55,12.58,bakery products,2,1,0,9,1
SYN-514f4d0c,Synthetic confectionery 9,0.54,0.36,0.41,7.72,confectionery,2,1,0,4,1
SYN-b09bdc4c,Synthetic pizza 65,1.07,0.54,0.45,17.33,pizza,1,0,1,5,1
SYN-a018e426,Synthetic ice 301,0.8,0.6,0.3,5.18,ice,2,0,1,6,1
SYN-3423f276,Synthetic instant meals 15,0.71,0.4,0.52,8.5,instant meals,1,0,0,2,1
SYN-4aa36d9e,Synthetic pizza 157,1.11,0.4,0.43,10.86,pizza,3,0,1,3,1
SYN-a3caab70,Synthetic candy 41,0.75,0.73,0.57,19.61,candy,1,0,1,10,1
REAL-4868a2ac,traybake-00100011,0.57,0.15,0.23,7.12,confectionery,1,0,1,1,1
REAL-0043104e,burger-00102167,0.39,0.27,0.27,10.65,instant meals,1,0,1,1,1
SYN-0506c0a1,Synthetic instant meals 217,0.78,0.42,0.45,5.05,instant meals,3,0,1,4,1
SYN-b7260fae,Synthetic bakery products 280,0.75,0.57,0.38,22.02,bakery products,3,1,0,6,1
REAL-53a233cc,ciabatta-00103106,0.388,0.388,0.171,6.0,bakery products,1,0,1,1,1
SYN-de6bbcad,Synthetic bakery products 237,1.08,0.54,0.5,20.95,bakery products,2,1,0,2,1
SYN-dfaeffcb,Synthetic ice cream 208,0.65,0.22,0.45,2.83,ice cream,2,1,0,6,0
SYN-c791b816,Synthetic fruit 213,0.79,0.41,0.56,15.8,fruit,3,1,0,6,1
SYN-d7f1b55e,Synthetic pizza 296,0.79,0.54,0.48,20.74,pizza,3,0,1,10,1
REAL-889cdb82,vegetables-00103919,0.57,0.25,0.21,8.0,vegetables,1,0,1,1,1
SYN-8b0aa0a9,Synthetic fruit 252,1.11,0.48,0.43,14.54,fruit,2,1,0,5,1
REAL-829dac4d,bread roll-00108647,0.6,0.39,0.19,11.872,bakery products,1,0,1,1,1
REAL-aa71439c,backing parchment-00101126,0.4,0.16,0.16,7.67,non-food products,1,0,1,1,1
SYN-15ab6140,Synthetic potatoe products 304,0.78,0.57,0.51,10.05,potatoe products,2,0,1,6,1
SYN-2ad55450,Synthetic confectionery 270,1.12,0.74,0.18,5.12,confectionery,2,1,0,2,1
SYN-e6e2eab5,Synthetic bakery products 202,1.05,0.52,0.28,7.98,bakery products,1,1,0,8,1
SYN-187345fb,Synthetic confectionery 162,0.59,0.42,0.44,10.94,confectionery,1,1,0,7,1
SYN-709da4aa,Synthetic bakery products 44,1.12,0.46,0.44,14.22,bakery products,1,1,0,1,1
SYN-184230b5,Synthetic red meat 218,1.06,0.42,0.46,9.38,red meat,2,0,1,2,1
SYN-71bfe5af,Synthetic dairy products 191,0.76,0.49,0.59,16.75,dairy products,3,0,1,6,1
SYN-7c7c8bcc,Synthetic bakery products 310,0.8,0.58,0.48,19.81,bakery products,2,1,0,2,1
SYN-2c8ef96d,Synthetic ice cream 260,0.78,0.54,0.54,21.46,ice cream,3,1,0,1,1
SYN-712b586e,Synthetic meat 106,0.66,0.4,0.58,10.43,meat,2,0,1,8,1
SYN-b566a6b8,Synthetic bakery products 54,1.17,0.79,0.3,8.93,bakery products,1,1,0,6,1
SYN-bf2319c9,Synthetic pizza 2,0.76,0.52,0.69,23.11,pizza,1,0,0,4,1
SYN-458d18fd,Synthetic instant meals 50,0.61,0.42,0.52,10.55,instant meals,1,0,1,2,1
SYN-1fe85b2e,Synthetic ice cream 81,0.71,0.4,0.52,8.43,ice cream,3,1,0,1,1
SYN-25ffeed7,Synthetic ice cream 206,0.78,0.53,0.6,19.87,ice cream,2,1,0,3,1
SYN-83f2cc4f,Synthetic confectionery 35,1.14,0.78,0.17,5.53,confectionery,2,1,0,8,1
SYN-47143ef0,Synthetic confectionery 264,0.78,0.53,0.52,21.45,confectionery,1,1,0,2,1
SYN-179244bc,Synthetic pizza 92,1.18,0.4,0.4,16.09,pizza,3,0,1,2,1
REAL-14a21478,ice cream in cone-00106890,0.39,0.21,0.15,3.3,ice cream,1,0,1,1,1
SYN-64705b3a,Synthetic vegetables 53,1.1,0.44,0.43,12.9,vegetables,2,1,0,10,1
REAL-43c6a366,backing parchment-00101126,0.4,0.16,0.16,7.67,non-food products,1,0,1,1,1
SYN-d95b8860,Synthetic meat 265,0.78,0.53,0.36,16.32,meat,2,0,1,6,1
SYN-7894bf4f,Synthetic candy 242,0.54,0.42,0.39,6.05,candy,3,0,1,3,1
SYN-abdc7082,Synthetic fish 14,0.66,0.42,0.59,10.71,fish,3,0,1,7,1
SYN-9eb45ab8,Synthetic bakery products 316,0.85,0.68,0.39,15.46,bakery products,3,1,0,9,1
SYN-a75badc6,Synthetic egg products 89,1.18,0.79,0.29,17.29,egg products,3,0,1,2,1
SYN-15fc4df9,Synthetic confectionery 274,0.77,0.53,0.65,22.14,confectionery,2,1,0,10,1
SYN-8f08ef47,Synthetic snack 167,1.02,0.44,0.47,8.98,snack,2,0,1,2,1
REAL-2c68a2fa,turkey breast-00106124,0.33,0.2,0.28,5.25,poultry,1,0,1,1,1
REAL-d7bc2e30,bread-00112392,0.59,0.39,0.15,8.78,bakery products,1,0,1,1,1
SYN-55f218fb,Synthetic ice cream 135,1.18,0.78,0.53,12.37,ice cream,2,1,0,8,1
SYN-eaf23c0c,Synthetic snack 307,0.78,0.79,0.34,11.79,snack,3,0,1,8,1
REAL-b8e1cc9a,squid-00105972,0.35,0.2,0.26,4.25,seafood,1,0,1,1,1
SYN-4c49cbf1,Synthetic confectionery 320,1.18,0.41,0.37,14.15,confectionery,1,1,0,8,1
SYN-7676d8b0,Synthetic confectionery 244,1.07,0.43,0.44,11.64,confectionery,3,1,0,9,1
SYN-2e2e221f,Synthetic bakery products 55,0.76,0.5,0.73,25.63,bakery products,3,1,0,7,1
SYN-f54bb1b8,Synthetic confectionery 51,1.18,0.39,0.43,14.68,confectionery,1,1,0,5,1
SYN-117016fe,Synthetic pizza 175,0.78,0.53,0.53,21.49,pizza,1,0,1,6,1
SYN-3ef06d0e,Synthetic pizza 190,1.18,0.79,0.55,12.34,pizza,3,0,1,9,1
REAL-15b4e8ab,cake-00102447,0.39,0.23,0.2,7.75,confectionery,1,0,1,1,1
SYN-6e15a8f6,Synthetic poultry 188,1.18,0.79,0.56,12.36,poultry,3,0,1,9,1
SYN-063adfe5,Synthetic confectionery 170,1.01,0.35,0.34,12.25,confectionery,2,1,0,4,1
SYN-de6ce162,Synthetic bakery products 59,0.95,0.64,0.35,15.49,bakery products,1,1,0,4,1
SYN-45bb07d6,Synthetic bakery products 49,0.78,0.79,0.33,11.45,bakery products,3,1,0,4,1
REAL-3849191c,fries-00106001,0.4,0.3,0.24,5.5,potatoe products,1,0,1,1,1
SYN-d7161711,Synthetic confectionery 236,0.78,0.6,0.33,9.39,confectionery,3,1,0,6,1
SYN-9e3cbb3b,Synthetic fish 253,0.79,0.52,0.54,17.27,fish,2,0,1,6,1
SYN-a773a666,Synthetic bakery products 22,1.18,0.79,0.55,14.6,bakery products,1,1,0,10,1
SYN-03080cf0,Synthetic snack 314,0.79,0.41,0.56,15.64,snack,2,0,0,8,1
SYN-efc608b8,Synthetic instant meals 161,0.8,0.59,0.48,19.62,instant meals,3,0,1,6,1
SYN-3bba7337,Synthetic pizza 277,1.1,0.45,0.51,21.2,pizza,3,0,0,9,1
SYN-5100fd96,Synthetic poultry 192,1.07,0.56,0.21,16.36,poultry,3,0,1,10,1
SYN-66883f52,Synthetic pizza 294,1.06,0.54,0.43,18.1,pizza,3,0,1,9,1
REAL-e67c34ff,croissant-00102348,0.54,0.27,0.26,9.85,bakery products,1,0,1,1,1
SYN-b81c76d1,Synthetic confectionery 258,0.58,0.42,0.44,10.95,confectionery,3,1,0,7,1
SYN-f1932a35,Synthetic confectionery 309,1.13,0.48,0.66,17.78,confectionery,3,1,0,4,1
SYN-582a4396,Synthetic confectionery 150,0.79,0.56,0.5,21.04,confectionery,1,1,0,10,1
SYN-670b263b,Synthetic seafood 131,0.51,0.32,0.53,4.64,seafood,3,0,1,3,1
SYN-2fd5018c,Synthetic side dish 152,1.09,0.38,0.44,9.05,side dish,2,0,1,9,1
REAL-0fbf703c,cake-00103363,0.33,0.19,0.29,4.91,confectionery,1,0,1,1,1
SYN-a2a16eca,Synthetic bakery products 100,0.74,0.39,0.55,13.38,bakery products,2,1,0,4,1
REAL-9ed250d9,fries-00100647,0.4,0.26,0.29,9.45,potatoe products,1,0,1,1,1
SYN-d4902621,Synthetic bakery products 88,0.58,0.42,0.44,10.94,bakery products,2,1,0,5,1
REAL-e84c46a3,soup-00107893,0.59,0.19,0.22,7.1,side dish,1,0,1,1,1
SYN-eb7a8c09,Synthetic instant meals 215,1.18,0.4,0.4,15.08,instant meals,2,0,0,2,1
SYN-dab3eea7,Synthetic ice cream 122,1.06,0.54,0.43,16.97,ice cream,2,1,0,5,1
REAL-91810dc5,lamb fillet-00107515,0.4,0.2,0.27,8.25,red meat,1,0,1,1,1
SYN-c3c66cae,Synthetic pizza 21,1.15,0.32,0.45,14.09,pizza,1,0,1,6,1
SYN-2b4c97a6,Synthetic bakery products 189,1.05,0.77,0.3,15.53,bakery products,3,1,0,7,1
SYN-e268ab1c,Synthetic pizza 72,0.77,0.42,0.34,5.92,pizza,2,0,1,7,1
SYN-38a9374d,Synthetic fish 107,0.77,0.55,0.46,11.3,fish,3,0,1,9,1
SYN-1ab0e2f6,Synthetic confectionery 271,0.75,0.47,0.62,24.39,confectionery,3,1,0,10,1
REAL-1e5fa43b,croissant-00102348,0.54,0.27,0.26,9.85,bakery products,1,0,1,1,1
SYN-5154c8af,Synthetic confectionery 103,0.78,0.53,0.43,18.62,confectionery,3,1,0,7,1
